Cluster,Cluster Name,Emissions per capita (MTCO2e),msa,Variable,Value
3,Sparse Auto,8.70507916553966,"Tuscaloosa, AL",Transit Mode Share,0.6421131359565114
3,Sparse Auto,6.949742382139691,"Twin Falls, ID",Transit Mode Share,0.2845871523620734
5,Auto Small,6.2007482816460024,"Tyler, TX",Transit Mode Share,0.5233459053299419
3,Sparse Auto,5.057418883558467,"Utica-Rome, NY",Transit Mode Share,1.0540952025851356
3,Sparse Auto,7.439757348021337,"Valdosta, GA",Transit Mode Share,0.3071292170591979
3,Sparse Auto,9.890181156838809,"Victoria, TX",Transit Mode Share,0.8211393028146954
5,Auto Small,3.971891953277705,"Vineland-Bridgeton, NJ",Transit Mode Share,1.725720892274211
3,Sparse Auto,4.488096268716279,"Visalia, CA",Transit Mode Share,0.6256948285205111
3,Sparse Auto,7.367966041177016,"Waco, TX",Transit Mode Share,0.5901529716626265
1,Sparse Active,5.234842239487217,"Walla Walla, WA",Transit Mode Share,1.002313030069391
5,Auto Small,6.169884435593638,"Warner Robins, GA",Transit Mode Share,0.2339071856287425
3,Sparse Auto,5.630949721169618,"Waterloo-Cedar Falls, IA",Transit Mode Share,0.4190743010564408
1,Sparse Active,5.841225490215319,"Watertown-Fort Drum, NY",Transit Mode Share,0.5629974762182101
3,Sparse Auto,7.8403777971121515,"Wausau-Weston, WI",Transit Mode Share,0.3730671880810431
5,Auto Small,3.753406078646004,"Weirton-Steubenville, WV-OH",Transit Mode Share,0.6597284886402375
1,Sparse Active,5.54903872345699,"Wenatchee, WA",Transit Mode Share,0.8325456264087835
5,Auto Small,6.066200395776506,"Wheeling, WV-OH",Transit Mode Share,0.6372211106814398
3,Sparse Auto,6.799822203000577,"Wichita Falls, TX",Transit Mode Share,0.4234887541782335
4,Auto Large,5.676112120059677,"Wichita, KS",Transit Mode Share,0.4391324520188984
5,Auto Small,4.861627230597881,"Williamsport, PA",Transit Mode Share,1.0748553079393155
5,Auto Small,4.6117208538858465,"Wilmington, NC",Transit Mode Share,0.4070536895947348
3,Sparse Auto,5.512735457830683,"Winston-Salem, NC",Transit Mode Share,0.5894605632185793
3,Sparse Auto,4.52818621846808,"Worcester, MA-CT",Transit Mode Share,1.7551290087587037
3,Sparse Auto,4.88595041494122,"Yakima, WA",Transit Mode Share,0.2578063374184735
5,Auto Small,4.242958869040292,"York-Hanover, PA",Transit Mode Share,0.7687200495015966
3,Sparse Auto,5.224639584543608,"Youngstown-Warren-Boardman, OH-PA",Transit Mode Share,0.97214223704455
5,Auto Small,3.036598816830966,"Yuba City, CA",Transit Mode Share,0.8170119094654852
3,Sparse Auto,5.533761312024776,"Yuma, AZ",Transit Mode Share,1.7724237524531283
3,Sparse Auto,8.521780192812306,"Abilene, TX",Car Mode Share,89.87223039091417
7,Dense Active,5.224953343032942,"Akron, OH",Car Mode Share,89.79236090330416
3,Sparse Auto,6.560072038030802,"Albany, GA",Car Mode Share,91.4948112895763
1,Sparse Active,6.8956968499881794,"Albany-Lebanon, OR",Car Mode Share,89.89420182758683
3,Sparse Auto,4.563193172897371,"Albany-Schenectady-Troy, NY",Car Mode Share,85.45881552076241
4,Auto Large,7.038307492087349,"Albuquerque, NM",Car Mode Share,88.43383278710583
3,Sparse Auto,4.661572413217785,"Allentown-Bethlehem-Easton, PA-NJ",Car Mode Share,88.36915297092288
5,Auto Small,4.693678102809026,"Altoona, PA",Car Mode Share,91.02399275690355
3,Sparse Auto,9.762586464058558,"Amarillo, TX",Car Mode Share,93.26981977625172
1,Sparse Active,6.588536340832919,"Ames, IA",Car Mode Share,81.13851814893351
7,Dense Active,4.402935620842415,"Ann Arbor, MI",Car Mode Share,76.68943089430894
5,Auto Small,6.64554937950233,"Anniston-Oxford, AL",Car Mode Share,95.02840609094171
5,Auto Small,5.39452754882885,"Appleton, WI",Car Mode Share,90.69695796766014
3,Sparse Auto,5.7107441421080205,"Asheville, NC",Car Mode Share,86.88419528703358
5,Auto Small,5.370655597161981,"Athens-Clarke County, GA",Car Mode Share,84.65899312620849
4,Auto Large,5.789558925442073,"Atlanta-Sandy Springs-Alpharetta, GA",Car Mode Share,84.11359945648572
5,Auto Small,4.510060212334464,"Atlantic City-Hammonton, NJ",Car Mode Share,84.91055689756479
5,Auto Small,6.289928297636136,"Auburn-Opelika, AL",Car Mode Share,91.5077873254565
4,Auto Large,5.969913473634678,"Augusta-Richmond County, GA-SC",Car Mode Share,91.41923058003532
4,Auto Large,4.331190339513039,"Austin-Round Rock-Georgetown, TX",Car Mode Share,81.96114362158447
4,Auto Large,6.556526134153044,"Bakersfield, CA",Car Mode Share,92.34932971691316
4,Auto Large,5.042565645376257,"Baltimore-Columbia-Towson, MD",Car Mode Share,82.55462821216307
1,Sparse Active,5.787938338174279,"Bangor, ME",Car Mode Share,88.27618743669086
1,Sparse Active,6.5569086788700774,"Barnstable Town, MA",Car Mode Share,85.51144567875089
5,Auto Small,5.718416953304107,"Battle Creek, MI",Car Mode Share,90.48329560266173
5,Auto Small,5.806592106921938,"Bay City, MI",Car Mode Share,91.23021237625922
3,Sparse Auto,7.23804529158365,"Beaumont-Port Arthur, TX",Car Mode Share,95.66982740643516
5,Auto Small,6.354726056662507,"Beckley, WV",Car Mode Share,91.97467884802673
1,Sparse Active,4.160915236395564,"Bellingham, WA",Car Mode Share,83.82265164515407
1,Sparse Active,4.244615460866778,"Bend, OR",Car Mode Share,81.52467627921052
3,Sparse Auto,6.818462426750208,"Billings, MT",Car Mode Share,89.6067727403857
5,Auto Small,5.625499323594822,"Binghamton, NY",Car Mode Share,88.49638908788167
4,Auto Large,7.819034591152687,"Birmingham-Hoover, AL",Car Mode Share,92.00419150711132
1,Sparse Active,8.620673178483822,"Bismarck, ND",Car Mode Share,92.57561061634776
3,Sparse Auto,5.936537030801337,"Bloomington, IL",Car Mode Share,86.74299806235688
5,Auto Small,4.999595890399523,"Bloomington, IN",Car Mode Share,82.01959790922683
5,Auto Small,6.719566195091469,"Bloomsburg-Berwick, PA",Car Mode Share,88.97768472654853
4,Auto Large,4.910866644404342,"Boise City, ID",Car Mode Share,86.39637326893835
4,Auto Large,4.016309705704,"Boston-Cambridge-Newton, MA-NH",Car Mode Share,71.34573769868992
3,Sparse Auto,6.660842572305076,"Bowling Green, KY",Car Mode Share,91.46265216804991
4,Auto Large,3.773433361377403,"Bremerton-Silverdale-Port Orchard, WA",Car Mode Share,75.81468455289614
7,Dense Active,4.132225329902902,"Bridgeport-Stamford-Norwalk, CT",Car Mode Share,77.70678185523668
3,Sparse Auto,4.05226043435715,"Brownsville-Harlingen, TX",Car Mode Share,91.024881881993
3,Sparse Auto,9.935164751675893,"Brunswick, GA",Car Mode Share,91.56087511036986
1,Sparse Active,3.65299609243732,"Buffalo-Cheektowaga, NY",Car Mode Share,87.94098231035757
5,Auto Small,4.82296733211575,"Burlington, NC",Car Mode Share,93.73498380862844
1,Sparse Active,5.851998579706925,"Burlington-South Burlington, VT",Car Mode Share,80.8836926814455
5,Auto Small,4.490797852429514,"Canton-Massillon, OH",Car Mode Share,90.22566114188416
7,Dense Active,5.169660208099404,"Cape Coral-Fort Myers, FL",Car Mode Share,87.66685930290944
3,Sparse Auto,7.421326825857359,"Cape Girardeau, MO-IL",Car Mode Share,91.81646593564624
3,Sparse Auto,6.499204605337879,"Carbondale-Marion, IL",Car Mode Share,89.01184649216145
1,Sparse Active,7.971315774518812,"Casper, WY",Car Mode Share,91.34279502650416
3,Sparse Auto,5.511328261678552,"Cedar Rapids, IA",Car Mode Share,89.74783467504139
5,Auto Small,6.027676645697928,"Chambersburg-Waynesboro, PA",Car Mode Share,90.13267907563257
1,Sparse Active,5.58011971503012,"Champaign-Urbana, IL",Car Mode Share,78.96715509178603
3,Sparse Auto,6.360166397497082,"Charleston, WV",Car Mode Share,89.91826402844335
3,Sparse Auto,5.6585131547993575,"Charleston-North Charleston, SC",Car Mode Share,88.52965044015984
4,Auto Large,5.236051321118476,"Charlotte-Concord-Gastonia, NC-SC",Car Mode Share,86.59660579119048
3,Sparse Auto,6.714462149284141,"Chattanooga, TN-GA",Car Mode Share,90.3634787633632
1,Sparse Active,10.416946381906817,"Cheyenne, WY",Car Mode Share,91.8099336269714
4,Auto Large,3.9342845352152835,"Chicago-Naperville-Elgin, IL-IN-WI",Car Mode Share,76.05675014340066
3,Sparse Auto,4.819672050556448,"Chico, CA",Car Mode Share,84.99617056621685
4,Auto Large,5.198681661586621,"Cincinnati, OH-KY-IN",Car Mode Share,88.5624801885999
3,Sparse Auto,5.8835001531734035,"Clarksville, TN-KY",Car Mode Share,91.9548595847716
5,Auto Small,6.450301817295837,"Cleveland, TN",Car Mode Share,93.66150541483934
4,Auto Large,5.239030933228603,"Cleveland-Elyria, OH",Car Mode Share,87.1814439570512
3,Sparse Auto,6.620857090863089,"Coeur d'Alene, ID",Car Mode Share,88.75127179000204
3,Sparse Auto,5.735068116774824,"College Station-Bryan, TX",Car Mode Share,88.76137550043981
3,Sparse Auto,4.0650330202961555,"Colorado Springs, CO",Car Mode Share,85.38501589389456
3,Sparse Auto,6.9474179207980296,"Columbia, MO",Car Mode Share,87.73718197938496
4,Auto Large,6.189623940247864,"Columbia, SC",Car Mode Share,87.94551208227766
3,Sparse Auto,6.038034603580465,"Columbus, GA-AL",Car Mode Share,88.93882464524131
5,Auto Small,8.092349363775686,"Columbus, IN",Car Mode Share,91.36927360161984
4,Auto Large,5.018529835475418,"Columbus, OH",Car Mode Share,87.11717665341787
3,Sparse Auto,6.196104052943694,"Corpus Christi, TX",Car Mode Share,92.37627593708166
1,Sparse Active,3.2568044344773206,"Corvallis, OR",Car Mode Share,71.90281017187111
3,Sparse Auto,7.720934569786481,"Crestview-Fort Walton Beach-Destin, FL",Car Mode Share,88.91776723382392
5,Auto Small,4.833162484605701,"Cumberland, MD-WV",Car Mode Share,91.01944915807336
4,Auto Large,4.665452039086198,"Dallas-Fort Worth-Arlington, TX",Car Mode Share,87.88439739541002
5,Auto Small,6.713757328033229,"Dalton, GA",Car Mode Share,95.70402766792289
5,Auto Small,5.729877881090719,"Danville, IL",Car Mode Share,90.62791670689712
3,Sparse Auto,9.654314156515747,"Daphne-Fairhope-Foley, AL",Car Mode Share,90.96067890172816
1,Sparse Active,5.574919113799141,"Davenport-Moline-Rock Island, IA-IL",Car Mode Share,91.58710584611607
3,Sparse Auto,4.942568688982381,"Dayton-Kettering, OH",Car Mode Share,89.60377509825415
5,Auto Small,7.73070300442992,"Decatur, AL",Car Mode Share,95.98823382150456
5,Auto Small,5.6670187986381215,"Decatur, IL",Car Mode Share,92.20613475333364
3,Sparse Auto,6.111431445666809,"Deltona-Daytona Beach-Ormond Beach, FL",Car Mode Share,87.66515344107499
4,Auto Large,5.387551266032284,"Des Moines-West Des Moines, IA",Car Mode Share,89.07057085411506
4,Auto Large,3.9872664188339844,"Detroit-Warren-Dearborn, MI",Car Mode Share,89.85234541309566
3,Sparse Auto,6.873509854278803,"Dothan, AL",Car Mode Share,95.04931127231234
4,Auto Large,4.830602945612652,"Dover, DE",Car Mode Share,90.70883966218484
5,Auto Small,5.22075903239457,"Dubuque, IA",Car Mode Share,88.91383215409593
4,Auto Large,7.701986078209474,"Duluth, MN-WI",Car Mode Share,87.81298071020532
3,Sparse Auto,5.353667753997634,"Durham-Chapel Hill, NC",Car Mode Share,82.01361958792512
5,Auto Small,4.830968100529345,"East Stroudsburg, PA",Car Mode Share,88.08545290293029
3,Sparse Auto,7.743743487337159,"Eau Claire, WI",Car Mode Share,88.02483669182651
3,Sparse Auto,9.039659053730142,"El Centro, CA",Car Mode Share,88.53406274040516
4,Auto Large,5.349598826800237,"El Paso, TX",Car Mode Share,90.58021412338108
5,Auto Small,6.794204161989231,"Elizabethtown-Fort Knox, KY",Car Mode Share,92.39718147828587
5,Auto Small,6.952711291250893,"Elkhart-Goshen, IN",Car Mode Share,91.69887570592198
5,Auto Small,5.104260393181227,"Elmira, NY",Car Mode Share,90.21523725641308
3,Sparse Auto,5.5737281201315065,"Enid, OK",Car Mode Share,92.40115025161754
1,Sparse Active,4.307969648379507,"Erie, PA",Car Mode Share,89.24749393140267
1,Sparse Active,5.026956204611711,"Eugene-Springfield, OR",Car Mode Share,79.90935860863163
3,Sparse Auto,7.118906492100415,"Evansville, IN-KY",Car Mode Share,92.52729023972604
3,Sparse Auto,8.012731670845499,"Fargo, ND-MN",Car Mode Share,89.48411114578269
3,Sparse Auto,6.32440637612793,"Farmington, NM",Car Mode Share,93.67045575268246
3,Sparse Auto,4.329363490882602,"Fayetteville, NC",Car Mode Share,89.85227589459917
3,Sparse Auto,4.9190378947445055,"Fayetteville-Springdale-Rogers, AR",Car Mode Share,90.8256807633314
1,Sparse Active,13.056576781339958,"Flagstaff, AZ",Car Mode Share,80.57761508872069
7,Dense Active,4.3771015421960335,"Flint, MI",Car Mode Share,92.1437463887681
3,Sparse Auto,6.729650647115809,"Florence, SC",Car Mode Share,93.49563449900678
5,Auto Small,6.6107105895565885,"Florence-Muscle Shoals, AL",Car Mode Share,94.20548739403624
5,Auto Small,7.478514979823569,"Fond du Lac, WI",Car Mode Share,91.20592986790838
1,Sparse Active,4.605955170213604,"Fort Collins, CO",Car Mode Share,80.34269890437048
3,Sparse Auto,7.438802066656409,"Fort Smith, AR-OK",Car Mode Share,93.53904769090036
5,Auto Small,6.581911696270895,"Fort Wayne, IN",Car Mode Share,91.88715834788611
4,Auto Large,5.298647007777657,"Fresno, CA",Car Mode Share,90.2451373040942
5,Auto Small,6.461529321035506,"Gadsden, AL",Car Mode Share,95.58924715875388
3,Sparse Auto,6.87983051948396,"Gainesville, FL",Car Mode Share,84.95137034817196
5,Auto Small,6.14147007866239,"Gainesville, GA",Car Mode Share,91.24492213947192
5,Auto Small,5.038324654644315,"Gettysburg, PA",Car Mode Share,89.48922409464318
1,Sparse Active,5.52198665067417,"Glens Falls, NY",Car Mode Share,90.07515473032714
5,Auto Small,4.606188837792648,"Goldsboro, NC",Car Mode Share,94.59691252144084
1,Sparse Active,9.883473253442334,"Grand Forks, ND-MN",Car Mode Share,89.1297074240678
3,Sparse Auto,10.690637098922567,"Grand Island, NE",Car Mode Share,94.35102816566798
1,Sparse Active,4.721965840989233,"Grand Junction, CO",Car Mode Share,85.26878484314315
3,Sparse Auto,4.612096790793935,"Grand Rapids-Kentwood, MI",Car Mode Share,89.06422238872958
1,Sparse Active,5.54995413979656,"Grants Pass, OR",Car Mode Share,86.09265354281811
1,Sparse Active,5.6130099461611715,"Great Falls, MT",Car Mode Share,90.52822371828069
3,Sparse Auto,5.531836783748051,"Green Bay, WI",Car Mode Share,90.48052574460388
3,Sparse Auto,5.332766818962245,"Greensboro-High Point, NC",Car Mode Share,90.439667187566
5,Auto Small,4.123972683795411,"Greenville, NC",Car Mode Share,89.66552982708072
4,Auto Large,5.309442740547294,"Greenville-Anderson, SC",Car Mode Share,90.75117769784852
3,Sparse Auto,7.515494463286443,"Gulfport-Biloxi, MS",Car Mode Share,92.43211509022971
5,Auto Small,6.174254098149316,"Hagerstown-Martinsburg, MD-WV",Car Mode Share,90.19530051126964
1,Sparse Active,6.347121697586409,"Hanford-Corcoran, CA",Car Mode Share,91.09794908062234
3,Sparse Auto,5.9673538352136575,"Harrisburg-Carlisle, PA",Car Mode Share,86.15246523565423
3,Sparse Auto,4.563979142380444,"Hartford-East Hartford-Middletown, CT",Car Mode Share,86.33556240886145
3,Sparse Auto,7.471478610192212,"Hattiesburg, MS",Car Mode Share,91.13718808398372
3,Sparse Auto,5.499577472573777,"Hickory-Lenoir-Morganton, NC",Car Mode Share,92.77915814983903
3,Sparse Auto,7.198667567428218,"Hilton Head Island-Bluffton, SC",Car Mode Share,88.56905071521456
3,Sparse Auto,7.0264810438690395,"Hinesville, GA",Car Mode Share,91.35101719680792
7,Dense Active,5.091160691255167,"Homosassa Springs, FL",Car Mode Share,88.97163273212517
5,Auto Small,4.9175546671767725,"Hot Springs, AR",Car Mode Share,92.13225473148356
4,Auto Large,4.7749743707774535,"Houston-The Woodlands-Sugar Land, TX",Car Mode Share,88.51657545948704
3,Sparse Auto,5.066502888486467,"Huntington-Ashland, WV-KY-OH",Car Mode Share,92.93878714458776
3,Sparse Auto,6.69200761875749,"Huntsville, AL",Car Mode Share,92.13902947976618
3,Sparse Auto,6.766059974417556,"Idaho Falls, ID",Car Mode Share,87.76016229619054
4,Auto Large,6.627093410123633,"Indianapolis-Carmel-Anderson, IN",Car Mode Share,89.05201881948692
1,Sparse Active,6.319585647538596,"Iowa City, IA",Car Mode Share,78.5931567138419
7,Dense Active,3.2474157477929055,"Ithaca, NY",Car Mode Share,67.37421383647799
7,Dense Active,4.878016116062459,"Jackson, MI",Car Mode Share,92.12076799061995
4,Auto Large,7.494294727899515,"Jackson, MS",Car Mode Share,94.17537110407774
3,Sparse Auto,7.041224184684516,"Jackson, TN",Car Mode Share,91.98560463201508
4,Auto Large,6.390870313467058,"Jacksonville, FL",Car Mode Share,87.00678621037663
5,Auto Small,4.153461734572535,"Jacksonville, NC",Car Mode Share,85.02515130079384
5,Auto Small,6.469200722778697,"Janesville-Beloit, WI",Car Mode Share,92.13530225884683
3,Sparse Auto,8.44693409277478,"Jefferson City, MO",Car Mode Share,92.5363360712913
5,Auto Small,5.12198168669729,"Johnson City, TN",Car Mode Share,91.66900830626398
5,Auto Small,4.315615616611618,"Johnstown, PA",Car Mode Share,89.9290246263039
3,Sparse Auto,7.036088029071533,"Jonesboro, AR",Car Mode Share,94.20270338512296
3,Sparse Auto,7.928398184582309,"Joplin, MO",Car Mode Share,92.14600813078452
5,Auto Small,5.1773541212677,"Kankakee, IL",Car Mode Share,89.65434228739944
4,Auto Large,6.0564024793265885,"Kansas City, MO-KS",Car Mode Share,89.03912707587752
1,Sparse Active,5.417903540258031,"Kennewick-Richland, WA",Car Mode Share,91.17458880808964
3,Sparse Auto,5.575046300408085,"Killeen-Temple, TX",Car Mode Share,90.06353087359962
5,Auto Small,5.232441587578223,"Kingston, NY",Car Mode Share,82.84154706185134
4,Auto Large,7.154161862868689,"Knoxville, TN",Car Mode Share,90.44997714704743
5,Auto Small,5.409910377213027,"Kokomo, IN",Car Mode Share,92.51642935377876
5,Auto Small,5.80417549986919,"La Crosse-Onalaska, WI-MN",Car Mode Share,87.62239729881823
3,Sparse Auto,6.9527252652987945,"Lafayette-West Lafayette, IN",Car Mode Share,86.2807514674223
3,Sparse Auto,8.851246763495178,"Lake Havasu City-Kingman, AZ",Car Mode Share,90.05116074375618
3,Sparse Auto,5.759052890469897,"Lakeland-Winter Haven, FL",Car Mode Share,91.97434035674164
5,Auto Small,4.618823856636247,"Lancaster, PA",Car Mode Share,87.16036525264548
3,Sparse Auto,4.772400254048819,"Lansing-East Lansing, MI",Car Mode Share,86.44444107087284
3,Sparse Auto,5.088235082185966,"Laredo, TX",Car Mode Share,91.6861529537586
4,Auto Large,4.872242041270587,"Las Vegas-Henderson-Paradise, NV",Car Mode Share,87.5724875759921
5,Auto Small,4.859687588199185,"Lawrence, KS",Car Mode Share,84.10732406136215
3,Sparse Auto,5.067774285188241,"Lawton, OK",Car Mode Share,84.43935126056301
5,Auto Small,5.265368068147336,"Lebanon, PA",Car Mode Share,89.55870408807868
1,Sparse Active,5.748910398365674,"Lewiston, ID-WA",Car Mode Share,88.62305207482872
5,Auto Small,4.3994666308089565,"Lewiston-Auburn, ME",Car Mode Share,88.50876034928238
1,Sparse Active,6.179770309039858,"Lexington-Fayette, KY",Car Mode Share,87.7034435832662
5,Auto Small,6.237848058151753,"Lima, OH",Car Mode Share,92.25702983000107
3,Sparse Auto,5.953505990401925,"Lincoln, NE",Car Mode Share,89.02712773718532
4,Auto Large,6.641361536174808,"Little Rock-North Little Rock-Conway, AR",Car Mode Share,92.29520154217538
1,Sparse Active,4.760631507499267,"Logan, UT-ID",Car Mode Share,85.32339800293862
3,Sparse Auto,7.516795211759245,"Longview, TX",Car Mode Share,93.8511995241557
5,Auto Small,7.547837891460836,"Longview, WA",Car Mode Share,92.00317784587448
6,Heavyweight Eco-Transit,4.052668537615863,"Los Angeles-Long Beach-Anaheim, CA",Car Mode Share,82.6203695290593
4,Auto Large,6.06952489168617,"Louisville/Jefferson County, KY-IN",Car Mode Share,88.78764008736438
3,Sparse Auto,5.466046556887146,"Lubbock, TX",Car Mode Share,91.89386435906792
3,Sparse Auto,9.410538545450617,"Macon-Bibb County, GA",Car Mode Share,91.885056980665
1,Sparse Active,6.982162693562118,"Madera, CA",Car Mode Share,88.65862514834298
4,Auto Large,5.733491610720816,"Madison, WI",Car Mode Share,80.13468745498868
5,Auto Small,4.020706867580701,"Manchester-Nashua, NH",Car Mode Share,87.75410302965574
3,Sparse Auto,5.39096925929131,"Manhattan, KS",Car Mode Share,85.06455524645125
1,Sparse Active,6.559275842872304,"Mankato, MN",Car Mode Share,85.76513098464318
5,Auto Small,5.860390502849895,"Mansfield, OH",Car Mode Share,93.7601585728444
3,Sparse Auto,3.6532902397690146,"McAllen-Edinburg-Mission, TX",Car Mode Share,88.42141099642531
1,Sparse Active,4.996720404986703,"Medford, OR",Car Mode Share,85.55521027553345
4,Auto Large,6.340096563936063,"Memphis, TN-MS-AR",Car Mode Share,93.1961633916797
3,Sparse Auto,6.835252035406728,"Merced, CA",Car Mode Share,88.26671865860791
4,Auto Large,4.792419639857512,"Miami-Fort Lauderdale-Pompano Beach, FL",Car Mode Share,85.87409258191694
1,Sparse Active,5.309768590058087,"Midland, MI",Car Mode Share,91.76542326148626
3,Sparse Auto,8.34117814763209,"Midland, TX",Car Mode Share,93.19598776083004
4,Auto Large,5.017084947461276,"Minneapolis-St. Paul-Bloomington, MN-WI",Car Mode Share,82.80706789921246
1,Sparse Active,5.978612627735451,"Missoula, MT",Car Mode Share,81.90399926082202
3,Sparse Auto,7.43271774967463,"Mobile, AL",Car Mode Share,92.61653756885994
5,Auto Small,4.023324539527527,"Modesto, CA",Car Mode Share,90.9270922264785
5,Auto Small,5.690672745077784,"Monroe, MI",Car Mode Share,92.56544350924972
3,Sparse Auto,7.857778654373011,"Montgomery, AL",Car Mode Share,92.83702932350748
5,Auto Small,4.798734014289785,"Morgantown, WV",Car Mode Share,84.88559706194201
1,Sparse Active,8.018325790104306,"Morristown, TN",Car Mode Share,93.37663648907886
1,Sparse Active,6.643112041653492,"Mount Vernon-Anacortes, WA",Car Mode Share,87.33707410599638
5,Auto Small,6.913773708485843,"Muncie, IN",Car Mode Share,87.52449886480508
5,Auto Small,4.104826339346003,"Muskegon, MI",Car Mode Share,94.56975661657135
3,Sparse Auto,5.498726662778029,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Car Mode Share,89.9771530744015
1,Sparse Active,4.176548089478618,"Napa, CA",Car Mode Share,85.3992219474453
3,Sparse Auto,5.849616425108023,"Naples-Marco Island, FL",Car Mode Share,86.08032974229253
4,Auto Large,7.3189682700795915,"Nashville-Davidson--Murfreesboro--Franklin, TN",Car Mode Share,87.80286230964987
5,Auto Small,5.637274012279934,"New Bern, NC",Car Mode Share,91.82554725536106
7,Dense Active,4.244874329395097,"New Haven-Milford, CT",Car Mode Share,85.1582953611358
2,Heavyweight Transit,2.8499220122782414,"New York-Newark-Jersey City, NY-NJ-PA",Car Mode Share,54.741959048691335
5,Auto Small,6.483841676444908,"Niles, MI",Car Mode Share,90.22364400579552
3,Sparse Auto,5.6768462885212,"North Port-Sarasota-Bradenton, FL",Car Mode Share,87.43003291335611
5,Auto Small,5.107018834692801,"Norwich-New London, CT",Car Mode Share,87.31926979478614
3,Sparse Auto,6.652215055271797,"Ocala, FL",Car Mode Share,90.39746530521438
1,Sparse Active,7.085187495037601,"Ocean City, NJ",Car Mode Share,87.03556167161585
5,Auto Small,6.1534497779287936,"Odessa, TX",Car Mode Share,93.94465530700693
1,Sparse Active,5.1272945195555195,"Ogden-Clearfield, UT",Car Mode Share,87.95881149501189
4,Auto Large,6.8054690807539755,"Oklahoma City, OK",Car Mode Share,91.23942692037068
5,Auto Small,4.487710977365074,"Olympia-Lacey-Tumwater, WA",Car Mode Share,86.33962662803157
4,Auto Large,5.787172591210157,"Omaha-Council Bluffs, NE-IA",Car Mode Share,89.9298863903665
4,Auto Large,5.897086156772827,"Orlando-Kissimmee-Sanford, FL",Car Mode Share,87.52123303881032
5,Auto Small,6.881687344925628,"Oshkosh-Neenah, WI",Car Mode Share,89.97892470162418
5,Auto Small,5.00580710216788,"Owensboro, KY",Car Mode Share,93.74092443472192
1,Sparse Active,3.7858414642226905,"Oxnard-Thousand Oaks-Ventura, CA",Car Mode Share,87.89777240032957
3,Sparse Auto,6.256612125306231,"Palm Bay-Melbourne-Titusville, FL",Car Mode Share,88.78172884581772
3,Sparse Auto,6.375523767086635,"Panama City, FL",Car Mode Share,91.4581351094196
5,Auto Small,4.542870734497769,"Parkersburg-Vienna, WV",Car Mode Share,92.04738188181452
3,Sparse Auto,5.986106088772011,"Pensacola-Ferry Pass-Brent, FL",Car Mode Share,86.0646670824248
3,Sparse Auto,5.935310596421382,"Peoria, IL",Car Mode Share,91.2202859646593
4,Auto Large,3.6057238570274834,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Car Mode Share,77.92132104605362
4,Auto Large,5.035403239554386,"Phoenix-Mesa-Chandler, AZ",Car Mode Share,84.71853499231457
3,Sparse Auto,7.925242608654885,"Pine Bluff, AR",Car Mode Share,94.6560216334546
4,Auto Large,4.221033439981065,"Pittsburgh, PA",Car Mode Share,82.80695233372471
5,Auto Small,4.212509812490091,"Pittsfield, MA",Car Mode Share,84.81167654405643
1,Sparse Active,7.800445152024431,"Pocatello, ID",Car Mode Share,87.64050645758799
3,Sparse Auto,6.513700045467889,"Port St. Lucie, FL",Car Mode Share,89.19922553740753
3,Sparse Auto,5.526886321090759,"Portland-South Portland, ME",Car Mode Share,84.47097851018277
4,Auto Large,4.334763974074535,"Portland-Vancouver-Hillsboro, OR-WA",Car Mode Share,77.41357922064634
3,Sparse Auto,4.695465471903193,"Poughkeepsie-Newburgh-Middletown, NY",Car Mode Share,82.59909756166297
3,Sparse Auto,8.767307677261687,"Prescott Valley-Prescott, AZ",Car Mode Share,86.37677545144359
1,Sparse Active,4.609985854342272,"Provo-Orem, UT",Car Mode Share,82.25492909146193
1,Sparse Active,4.775314008793338,"Pueblo, CO",Car Mode Share,92.70865112224884
3,Sparse Auto,5.845805413879713,"Punta Gorda, FL",Car Mode Share,85.98404045192383
5,Auto Small,4.04664829760416,"Racine, WI",Car Mode Share,91.19965724078834
4,Auto Large,4.754841854510094,"Raleigh-Cary, NC",Car Mode Share,84.66817745937415
1,Sparse Active,6.137004142552739,"Rapid City, SD",Car Mode Share,88.89736633887193
5,Auto Small,4.471790988865926,"Reading, PA",Car Mode Share,87.24302887594497
3,Sparse Auto,5.729710311243077,"Redding, CA",Car Mode Share,89.55490353475241
4,Auto Large,4.641729718981716,"Reno, NV",Car Mode Share,86.90714505697566
4,Auto Large,5.129832949765807,"Riverside-San Bernardino-Ontario, CA",Car Mode Share,89.62304660147787
3,Sparse Auto,6.14407714575323,"Rochester, MN",Car Mode Share,83.75022712131306
4,Auto Large,4.401336046047008,"Rochester, NY",Car Mode Share,87.05954966639061
5,Auto Small,4.662237057047692,"Rockford, IL",Car Mode Share,91.90293377603696
5,Auto Small,6.895664198851254,"Rocky Mount, NC",Car Mode Share,92.34916060934742
5,Auto Small,6.298004617782156,"Rome, GA",Car Mode Share,90.98996736371328
4,Auto Large,4.426636901442291,"Sacramento-Roseville-Folsom, CA",Car Mode Share,83.76792729526362
5,Auto Small,5.199660962124546,"Saginaw, MI",Car Mode Share,92.10178330882262
1,Sparse Active,5.103628899408256,"Salem, OR",Car Mode Share,86.7468376796832
