msa,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm,MSA,Carbon Dioxide,Methane,Nitrous Oxide,_merge
"Columbus, IN",4766,12698,5.328577423415863,3801.103612000018,0.29934663821074325,2.8757868233319344,3972,1975.4858050000064,6813,289.95828636430446,1.059961629292797,0.0154117129018053,4.48479481774326,3.737642680670632,3.576829580529347,1.858927507509316,4.74948974444425,1062.7019058138856,"Columbus, IN",737018.8638595999,49.1781287277,7.835704972519999,both
"Columbia, SC",50727,125470,4.946872474224771,37973.47013499994,0.30264979784012064,2.5855264454826816,37579,19622.56778400003,65592,299.1609919502383,1.0803210041213342,0.0091017197219173,5.107705332944923,3.7838322531736015,3.823551479862085,1.9757977825696416,44.48222709379807,9931.465637379006,"Columbia, SC",937897.2740377208,77.19477347840517,14.772671045796182,both
"Corpus Christi, TX",18373,49267,5.362978283350569,13539.040265999934,0.27480951277731414,2.915582648451532,15654,7410.486076000015,26774,276.77919160379525,1.0468613757829317,0.0020915813849256,3.526640218059278,3.0047366229521555,2.5987766786044393,1.4224197589392011,29.257110223044617,5209.774420967365,"Corpus Christi, TX",1453865.6612557499,97.9471089148,15.4511288777,both
"Corvallis, OR",4224,10374,4.911931818181818,3355.7525640000163,0.3234772087912103,2.53125,2948,1693.2065940000025,5329,317.7343955714023,1.1281753338652076,0.003377744417339,2.401992136794862,1.6763903454714142,1.908260244260709,0.9628477568080532,6.088230390753204,1758.5403113085808,"Corvallis, OR",324902.41092530004,61.4388864015,11.4839682471,both
"Crestview-Fort Walton Beach-Destin, FL",20707,50597,4.886946443231757,12353.179198000089,0.24414845144969244,2.61669966677935,15504,6559.571916999977,27109,241.9702651149056,1.0844947306767372,0.0144601423881367,3.445773507994126,2.5799619678341106,2.055645801901426,1.091553539159741,29.792007363900076,6009.390910911635,"Crestview-Fort Walton Beach-Destin, FL",1175131.7848766,93.863312987554,13.104780668235001,both
"Cumberland, MD-WV",7332,17325,4.725859247135843,5427.5169589999705,0.3132765921500705,2.488543371522095,5076,2831.8394179999827,9094,311.3964611831958,1.1230127990275218,0.0058280184737189,3.743197109492989,2.591444152725916,2.770903681485662,1.4457355597389314,3.1739964946890056,1958.7533826112376,"Cumberland, MD-WV",258449.669261227,21.810994824052003,4.638893231759,both
"Columbus, OH",78973,203726,5.159383586795487,51632.75987200068,0.25344217170120986,2.717346434857483,62243,27267.990771000183,107271,254.1972273121364,1.0678259972606328,0.0127434255297331,6.286419279626452,4.954675588135049,4.110077838244313,2.170590238429485,79.25886331614682,12562.47737976088,"Columbus, OH",1151632.2042465028,97.10453510419413,16.487906798117898,both
"Dalton, GA",6715,16341,4.867014147431124,5499.575242000024,0.33655071550088883,2.4930752047654505,4726,2809.868782999991,8341,336.8743295767883,1.1012926012922888,0.0056348159693082,4.06475607268438,2.860765033433564,3.329029316769065,1.7008832761199528,13.684253761293164,1652.0056505052191,"Dalton, GA",526914.2500377849,44.8865250974315,9.508921885626,both
"Danville, IL",6307,17356,5.50372601870937,6849.589432000014,0.39465253699009073,2.809735214840653,5005,3478.8375100000035,8773,396.5390983699992,1.0402977967900604,0.0046734298415593,2.7039339710229866,2.1457411645742903,2.9365526482868054,1.4914455244899363,0.7968117906006345,2332.527372187959,"Danville, IL",479627.66454165,40.0951192007,7.8590393704,both
"Daphne-Fairhope-Foley, AL",17941,43038,4.797725879270944,11113.367953999808,0.2582222211533949,2.55102837077086,12959,5858.519173000013,23067,253.97837486452568,1.0779624863375448,0.0160835826071877,3.418299772616481,2.4690790230944195,2.117430642113641,1.1162239984914577,7.774603461131945,5248.515693012892,"Daphne-Fairhope-Foley, AL",2303078.5574095,182.1372536751,27.6033378122,both
"Davenport-Moline-Rock Island, IA-IL",21448,56885,5.304457292055203,18742.820005999798,0.3294861563856869,2.8183047370384187,17093,9883.48947700007,30173,327.5607157723816,1.0454545525311407,0.0058993139561859,3.576777631459916,2.8505156683394413,3.1256480486730456,1.648221003455022,15.556681438447876,5996.458882808904,"Davenport-Moline-Rock Island, IA-IL",578657.7666939485,51.439539710146995,8.298475368075,both
"Dayton-Kettering, OH",35069,91624,5.225355727280504,19357.78158299972,0.2112741375949502,2.76671704354273,27747,10306.675326999877,48469,212.644686851387,1.0516497788452823,0.0077781674884978,10.484391571997236,8.295372350172725,5.787292539888949,3.0813316585505537,38.72180242531939,3344.876978237421,"Dayton-Kettering, OH",1448729.658657873,130.67361643196634,23.85746058633333,both
"Decatur, AL",10821,27196,5.026522502541355,9943.451660000077,0.3656218436534812,2.641622770538768,8148,5214.131346999992,14256,365.7499541947245,1.079158694326216,0.0119248035914702,3.178201848224268,2.393123432153344,2.920459887583486,1.531426105158439,2.00525994004747,3404.755429881187,"Decatur, AL",642440.1488133365,54.2821363414855,10.7631541669,both
"Decatur, IL",6321,16968,5.368770764119601,5495.405666999963,0.32386879225600923,2.869482676791647,5126,2921.3962189999943,9030,323.52117596899166,1.036979310562622,0.0044296788482834,4.165895147677753,3.378322817116937,3.6217819653023207,1.9253647102003177,2.8809857867529898,1517.3209540628009,"Decatur, IL",647959.07728104,51.2576641247,9.071435235800001,both
"Deltona-Daytona Beach-Ormond Beach, FL",32969,84130,5.1035821529315415,16658.144858999985,0.19800481230238895,2.750492887257727,26196,9033.314176000034,45455,198.73092456275512,1.0694960716566502,0.0100758992410075,6.362483961328322,5.055404466345862,3.214752630982779,1.7432835864733534,47.14377825007117,5181.781235188674,"Deltona-Daytona Beach-Ormond Beach, FL",2200636.7942801304,166.21864909280302,26.68534321205,both
"Dallas-Fort Worth-Arlington, TX",306229,762195,4.977941344549341,141165.5920449943,0.18520928639651837,2.837203530691084,251068,80187.1024009992,434864,184.39581662542588,1.0692543779827168,0.0043530851024688,13.131556621679884,10.766170603998724,6.0533913018421055,3.438542644580245,703.9591168151902,23320.083735878143,"Dallas-Fort Worth-Arlington, TX",3453554.848224482,233.50631355480908,46.18439124185918,both
"Des Moines-West Des Moines, IA",32219,86749,5.38495918557373,30190.729559999727,0.3480239490945109,2.8803190663893976,26345,15998.990148000012,46316,345.4311716901289,1.0461696775757916,0.004749978409189,3.414488832371883,2.7919770411507887,3.1995378169334483,1.6955328591692422,24.020330760963407,9435.965844884313,"Des Moines-West Des Moines, IA",676953.67364704,58.758469105806945,10.063734977459001,both
"Detroit-Warren-Dearborn, MI",146391,386138,5.275433599060052,71488.1920310033,0.1851363813740251,2.904714087614676,124094,38576.989565000105,212881,181.2138686167394,1.0567736009494784,0.0097707169733325,13.463069510294142,11.412492214756654,6.574519598053522,3.5477911347793802,168.92206296519845,10873.523299279292,"Detroit-Warren-Dearborn, MI",3131636.760905633,271.70299793419935,48.39102358111666,both
"Dothan, AL",12672,33332,5.260732323232324,12721.966378000001,0.3816742583103324,2.794270833333333,10373,6554.041934000014,17654,371.2496847173453,1.0557697262996624,0.0082134360484875,2.828938075762226,2.315701914447725,2.8400927308468322,1.4631454211833126,8.589296021024984,4479.419365369343,"Dothan, AL",371950.039593785,30.463459207426666,6.6958783601333325,both
"Dover, DE",8018,19869,4.956098777750063,5535.471314999995,0.2785983851728821,2.714018458468446,6271,2941.284628999995,10857,270.9113593994653,1.070956152034814,0.008842221608179,3.8795604633776737,3.0342633656574445,2.678373117963981,1.4231593362694999,3.922292185304984,2066.728969863577,"Dover, DE",943826.6751694201,107.75712503560001,14.54079589641,both
"Dubuque, IA",5437,13784,5.070443259150267,4594.720732999966,0.3333372557312801,2.6952363435718225,4122,2450.8743480000053,7296,335.9202779605271,1.0622299027511208,0.0041118421052631,3.409677477261341,2.5850083798549286,2.881463269747232,1.5370040581153561,4.178573826110598,1594.5789700810672,"Dubuque, IA",553709.09084122,53.917293973408,8.5527750281,both
"Duluth, MN-WI",28903,71903,4.97546967442826,36662.40782899959,0.5098870398870643,2.5695256547763208,20073,18848.106965000065,37074,508.3915133247036,1.0725604698667943,0.0068241894589199,0.9924373578627826,0.6892431610690806,1.258870814749339,0.647184218837483,8.146157436492848,29123.248707850653,"Duluth, MN-WI",607938.7490332945,68.92692704545249,8.140651889699999,both
"Durham-Chapel Hill, NC",32806,76735,4.678107663232336,22182.97586000006,0.2890855002280584,2.50268243613973,22928,11684.310672999956,41017,284.8650723602398,1.072837750040004,0.0094838725406538,5.393155488282181,3.769257728322071,3.64677918691064,1.920846925345479,40.13910270028983,6082.895268137228,"Durham-Chapel Hill, NC",743527.3030219155,59.330422258852366,12.172849181988614,both
"East Stroudsburg, PA",12393,30460,4.915678205438554,8053.570425999956,0.26439824116874444,2.5343338981683208,9000,4182.698774000016,15674,266.8558615541671,1.1075828513659605,0.0082301901237718,7.752217707371451,5.629787732295898,5.037765776163955,2.6164118050838203,4.47333745361677,1598.6393142978568,"East Stroudsburg, PA",888318.516124754,95.80305557486331,18.563276848999998,both
"Eau Claire, WI",11281,29158,5.169399875897527,12205.034133999956,0.418582692022771,2.798244836450669,8991,6422.2593659999775,15721,408.51468519814114,1.0553096168631508,0.0062973093314674,2.583438416172636,2.05901026503042,2.795049556996172,1.470748299330632,4.936017032504212,4366.661086008314,"Eau Claire, WI",712256.9553165049,54.9087018688015,8.3343729482,both
"El Centro, CA",8682,24590,5.6645934116563,10563.91263200002,0.4296019777145189,2.9349228288412808,7203,5633.911167999993,12728,442.639155248271,1.0395437387745634,0.0019641734758013,0.7478631974235002,0.6204628669709136,0.9099702232515592,0.48530232896803055,2.804135231507997,11609.075068690076,"El Centro, CA",1785310.8337036802,40.4257139339,25.1828610526,both
"Elizabethtown-Fort Knox, KY",9789,23366,4.77392992134028,8848.936064000007,0.37870992313618107,2.500255388701604,6822,4643.347918000022,12207,380.384035225692,1.0888678119430135,0.012124191037929,3.109947092763118,2.1673367112912443,2.811290528785732,1.4751829970652617,2.8226586483798632,3147.6419720384038,"Elizabethtown-Fort Knox, KY",376891.85959378834,24.445343141832335,4.9220289186,both
"Elkhart-Goshen, IN",8987,23967,5.333704239456994,6075.715036000022,0.25350336028706233,2.766440413931234,7078,3150.9727869999842,12389,254.3363295665497,1.048368062175748,0.0074259423682298,7.427976354558543,5.850140941088835,5.02172778729765,2.604356443272873,14.399989080850016,1209.8853807584735,"Elkhart-Goshen, IN",1558138.28965041,140.6260794575,20.2080783778,both
"Elmira, NY",4060,10714,5.277832512315271,3643.9543709999816,0.3401114775994009,2.774137931034483,3262,1904.6286559999983,5590,340.7206898032197,1.07694694993006,0.0076923076923076,3.814104917288192,3.064436019752237,3.4232572130061163,1.789274266615171,9.168683254876523,1064.469931489624,"Elmira, NY",469129.69794501,36.841843346429,5.895294292899999,both
"El Paso, TX",36058,94407,5.2363969160796495,27296.01337999995,0.2891312442933252,2.901575239891286,30026,14781.606420000096,52297,282.64731093561954,1.0669891709963886,0.0018739124615178,2.495141926027811,2.077739516082729,1.8888298684856055,1.0228577822559235,15.667358756910556,14451.28215908873,"El Paso, TX",2459361.0624238504,165.05547301640001,34.45297256265,both
"Enid, OK",4996,14594,5.842273819055245,7038.374335000004,0.48227863060161735,3.0384307445956766,4200,3620.384007999998,7525,481.1141538870429,1.0164512673910464,0.0030564784053156,1.820527652717586,1.530467602364664,2.5647628316743907,1.319257245800745,1.5629311900262297,2744.2593319262355,"Enid, OK",373603.0917882,40.4626731932,8.0813300844,both
"Erie, PA",10375,28802,5.5521927710843375,8667.464752999946,0.3009327391500572,2.9624096385542167,9018,4579.331558999989,15415,297.0698384041511,1.0461211813043014,0.0112228349010703,2.578015946788234,2.240823885121571,2.153721672429765,1.1378881720224192,13.180903809326756,4024.4126545941153,"Erie, PA",1276314.8374467702,164.6522753818,24.9781312101,both
"Eugene-Springfield, OR",19981,48470,4.8516090285771485,18086.616894999912,0.3731507508768292,2.496671838246334,13768,9223.722685999996,24933,369.9403475714914,1.215594056734668,0.0045722536397545,1.6349956089866675,1.1266012484124135,1.4799829440342789,0.7547543211110906,22.565859745450943,12220.827927717652,"Eugene-Springfield, OR",2063600.6304765,252.9684871996,56.405607045,both
"Evansville, IN-KY",17940,46366,5.169007803790413,14054.670461000016,0.3031244977138424,2.692586399108138,13613,7387.666107,24107,306.4531508275605,1.0672652342216498,0.0061807773675695,4.585646871960378,3.479621564548307,3.5925170365617975,1.8883627633585425,5.695687476452109,3912.207045356416,"Evansville, IN-KY",612976.1883148872,46.280850390060294,7.683806666674999,both
"Fargo, ND-MN",11470,32019,5.58308631211857,16722.478055999894,0.5222673430150815,3.062772449869224,10011,8791.460622999992,17517,501.881636296169,1.0326496250228017,0.0033681566478278,1.5672025078137894,1.3678521626611897,2.284874415538282,1.2012205000620548,20.91615428873188,7318.773383026537,"Fargo, ND-MN",1068453.076647568,82.9900063898415,11.935706947749999,both
"Farmington, NM",15227,36902,4.846916661193932,19478.288104000152,0.5278382771665533,2.51796151572864,10724,10051.603546999955,19159,524.6413459470723,1.1048708104874274,0.0065765436609426,1.0572708805941986,0.7446097670908377,1.3524546408474252,0.6979226199199065,6.130189814553781,14402.174768534482,"Farmington, NM",867006.199333149,72.14321051979,13.935897412,both
"Fayetteville, NC",28238,67345,4.769813726184574,17358.309256999783,0.2577520121315582,2.516077625894185,19787,9147.12094599997,35489,257.7452434838956,1.0669379118327516,0.0083969680746146,6.586184242052586,4.615087031570739,4.048623234546622,2.133459304295423,21.41226171990703,4287.459773703448,"Fayetteville, NC",824282.7389861406,65.24869203894566,14.246502376530401,both
"Fayetteville-Springdale-Rogers, AR",33165,81981,4.943826322930801,24540.541436000705,0.29934425581538043,2.5343283582089557,23962,12564.657411999944,42007,299.1086583664614,1.1168054958859968,0.0091889446996929,4.796263445605359,3.465341917189676,3.5490095529882044,1.8170784577635983,23.323080301797315,6914.7577851228925,"Fayetteville-Springdale-Rogers, AR",942097.5788136435,68.54491160988434,13.897503606899997,both
"Flagstaff, AZ",13528,33471,4.948403311649911,26433.157605000113,0.7897331303217744,2.56785925487877,9897,13537.895313000037,17351,780.2371801625287,1.1344376227701558,0.0087603019998847,0.2801509281128372,0.2049566628868088,0.5474034325838026,0.2803558498396946,9.565052256143382,48288.25694466837,"Flagstaff, AZ",2027572.68696005,212.185403917,27.4058204144,both
"Flint, MI",15691,41778,5.325090816391562,9751.182480000012,0.2334047221025423,2.800395130966796,12516,5125.07681100002,21930,233.7016329685372,1.054887953049439,0.0067487460100319,9.323495708183843,7.436930232848702,5.794092664712102,3.045289124432556,10.821735258213392,1682.952455936348,"Flint, MI",1943227.3909518002,160.5767141832,31.2838273666,both
"Florence, SC",16532,41184,4.982337285264941,13118.633103000035,0.31853712856934824,2.570529881442052,12123,6751.4390170000215,21200,318.4641045754728,1.0655815308998535,0.0056603773584905,4.65589146215412,3.4141889786894746,3.694588184090871,1.9014013595756476,3.412404333596416,3550.770058619712,"Florence, SC",753429.65904996,56.997956957844494,11.767668997912,both
"Florence-Muscle Shoals, AL",13582,34548,5.087321454866736,10566.23833899984,0.3058422582783328,2.6568988366956265,10233,5457.207193999982,18026,302.7408850549197,1.0781526480737442,0.0120381670919782,3.9077865098937976,2.9442187715905783,3.040097455563704,1.570136994139929,16.480357988110427,3475.6248750060604,"Florence-Muscle Shoals, AL",532716.2473593266,53.67862287186385,9.6901814067,both
"Fond du Lac, WI",5686,14590,5.131902919451284,5834.5340209999795,0.3998995216586689,2.750791417516708,4480,3044.2463699999994,7751,392.75530512191966,1.0428264972065802,0.0117404205908914,2.86657132774034,2.2585718516139157,2.941454086409444,1.534743116218714,10.04463915753906,1983.5543406771455,"Fond du Lac, WI",838799.61308592,70.1364455748,10.3113234523,both
"Fort Collins, CO",19068,47497,4.98185441577512,11747.32097800008,0.24732764128260906,2.6660373400461506,14490,6134.766297000034,25440,241.14647393868057,1.1387130124673095,0.0135613207547169,2.796143632199371,2.1248228042043675,1.7226346102389873,0.8996060266618396,21.84953203709301,6819.392172998505,"Fort Collins, CO",1760679.1300382998,187.16997088517002,29.5637545405,both
"Fort Smith, AR-OK",19351,49116,5.076326804816288,17781.111195000245,0.3620227867701003,2.604206500956023,14118,9191.93322200002,25115,365.9937575950634,1.1011775429624866,0.0057734421660362,3.008420184637297,2.194867250618023,2.764356044872045,1.4290319591185472,4.617606217463537,6432.279672506254,"Fort Smith, AR-OK",508754.520568408,35.25586405393338,6.0475207459249996,both
"Fort Wayne, IN",18120,46048,5.082560706401766,12251.092841999924,0.26605048736101294,2.7421633554083886,14008,6538.892762000005,24791,263.7607503529509,1.0478737541015914,0.0101649792263321,7.011609966605328,5.420454327384516,4.7406117369080505,2.5302519680244306,18.500301577538007,2584.2852192722294,"Fort Wayne, IN",1471415.5005955198,133.96618705625,19.706527363057,both
"Fresno, CA",35959,95037,5.285853332962541,29716.78612800047,0.3126864918715918,2.9045301593481465,29919,15804.664874999899,52211,302.7075688073376,1.0616815934556532,0.0024707437130106,2.308557529564021,1.9207912546796615,1.9078091818526415,1.0146549709229131,11.421791111822245,15576.393284334124,"Fresno, CA",5736494.8160248995,209.2556586042,80.28104164599999,both
"Gadsden, AL",7800,20157,5.168461538461538,6137.888248999969,0.304504055613433,2.6964102564102563,6013,3176.710941999987,10470,303.4107872015269,1.0840144122931237,0.0054441260744985,5.49071837366803,4.232780715495624,4.3206943313211825,2.236208350906616,0.7558703464167963,1420.5791426868016,"Gadsden, AL",724030.26622887,58.4522871436,13.0445519039,both
"Gainesville, FL",22560,55964,4.961347517730497,16833.001658000037,0.3007826756128946,2.691932624113475,17239,8895.23161500005,30399,292.6159286489704,1.0657254802452036,0.0057238724958057,3.1833505923102448,2.432525747377496,2.375236959146886,1.2551702495721289,13.202703040700046,7086.872572093163,"Gainesville, FL",820572.8361625875,64.874685441517,9.06716831,both
"Gainesville, GA",9523,21807,4.579859288039484,5672.624003999963,0.26012858274865697,2.472330148062585,6572,3008.765959000008,11737,256.34880795774114,1.1011332082025729,0.0089460679901167,8.557506529704918,5.905694939958072,5.097502567971285,2.7037209220304996,13.346600718551818,1112.8241581754744,"Gainesville, GA",1349137.995336,129.4656464993,23.74793351892,both
"Gettysburg, PA",5081,13177,5.186774257036016,5183.975177000023,0.39341088085300324,2.6762448336941547,3941,2659.4799680000087,6749,394.05541087568656,1.0645903555357228,0.004296932878945,3.759587635919913,2.9160666941862576,3.835782125637674,1.9678307430957525,2.2642108076949885,1351.478005580992,"Gettysburg, PA",563116.208411262,52.4614827198241,12.6812299803,both
"Glens Falls, NY",9435,23446,4.970005299417064,9944.977489000039,0.42416520894822307,2.5225225225225225,6867,5047.17959600001,11870,425.2046837405232,1.085326395612382,0.0152485256950294,2.050563435286036,1.4924450567153371,2.1613998096116815,1.0969329020539869,3.710902716089719,4601.174407795826,"Glens Falls, NY",378389.7580227231,39.8413880409383,4.56796965582535,both
"Goldsboro, NC",7027,17508,4.983065319481998,5292.363476000013,0.3022825837331513,2.5918599686921877,5082,2778.924612000001,9060,306.72457086092726,1.0587110669958777,0.0059602649006622,4.86451166198291,3.5180657842887646,3.6636920234032253,1.9237386057841663,2.725438508610268,1444.5437668322086,"Goldsboro, NC",621268.88183231,57.22602487029,12.9821917286,both
"Grand Forks, ND-MN",8330,24585,5.902761104441777,18925.59348100008,0.769802460077286,3.0837935174069626,7231,9741.103157000001,12740,764.607783124019,1.023379889848359,0.0040816326530612,0.936303708318854,0.8127745636078791,2.1272633083307926,1.0949136865564941,7.550687359332644,8896.685900087514,"Grand Forks, ND-MN",549276.637933098,41.96028424394299,5.227270367,both
"Grand Island, NE",6648,19555,5.882972322503009,10495.036793000014,0.5366932647916142,3.0934115523465704,5742,5364.118911000001,10204,525.6878587808703,1.025671836402576,0.0032340258722069,1.5811828534233687,1.365696742532639,2.4961751238175403,1.2758202234953724,5.736013751179852,4204.447313355711,"Grand Island, NE",294102.685573319,23.07897074703,4.4880008519666665,both
"Grand Junction, CO",9597,23405,4.877565906012295,7739.5675439999295,0.330680091604355,2.6064395123476087,6991,4084.635461000001,12518,326.3009634925708,1.1452348159154229,0.0065505671832561,1.1080179793758886,0.8071432420357235,0.8935688226889666,0.47159003125813515,16.351048409629524,8661.411798936408,"Grand Junction, CO",786447.6816630999,87.7351404097,17.0291843486,both
"Grand Rapids-Kentwood, MI",41944,107024,5.10318519931337,32135.68093799998,0.3002661173007921,2.671848178523746,31834,16702.068583999902,55934,298.6031498551847,1.048117841857874,0.0104587549612042,5.891117929886476,4.471148392618875,4.513520078270139,2.345838634879731,32.66899142685971,7119.871049807397,"Grand Rapids-Kentwood, MI",1346289.2149406977,122.2633782287905,20.210541819225,both
"Grants Pass, OR",4109,9556,4.651253346312972,4238.863337999988,0.4435813455420666,2.392796300803115,2656,2178.707334999996,4907,443.9998644793144,1.1974960273504276,0.0050947625840635,0.9674748184302244,0.6253621605623452,0.9980514816943475,0.5129823517502359,0.6352964756462866,4247.138966021932,"Grants Pass, OR",524743.0487916,63.547498804300005,16.308266523,both
"Great Falls, MT",5315,14237,5.357290686735654,7669.220701999953,0.5386823559738676,2.8421448730009407,4193,3997.783119000011,7527,531.1256966919107,1.103694774089626,0.0042513617643151,0.7569548888937244,0.5971612133831395,1.0922397186046708,0.5693586973967752,7.778645124130766,7021.554491533537,"Great Falls, MT",497859.02472416,65.27499587070001,12.3540847887,both
"Greeley, CO",16341,43636,5.3406768251636985,17376.604663000002,0.39821717533687784,2.7972584297166634,12939,8990.50550099997,22773,394.7879287313912,1.0411843205024556,0.004127695077504,1.5716070505109505,1.2444173322661518,1.6712070498936575,0.8646681251471168,7.562240653788544,10397.637243156503,"Greeley, CO",2165596.210139,174.2641244415,30.1492349014,both
"Green Bay, WI",17131,43524,5.081314575915008,16453.309239999886,0.37802842661519814,2.7656879341544567,13376,8662.86999800004,23605,366.9930098707918,1.0527878802298478,0.0047447574666384,3.47316765471789,2.7118726606448247,3.3357714941006704,1.7563247839635616,41.59181210213494,4932.38498773002,"Green Bay, WI",645642.6059697465,63.593741982579665,9.609868760991176,both
"Greensboro-High Point, NC",38566,92562,4.80018669294197,25100.065053000206,0.27117029723860986,2.5608048540164914,27809,13458.374257999965,49325,272.8509732995432,1.0652980260673564,0.0089812468322351,7.37473187929401,5.317738910731918,4.7997264408731555,2.5735596557574603,41.19352117518597,5229.478255105318,"Greensboro-High Point, NC",1486760.0018494197,145.656987498904,29.410548716449,both
"Greenville, NC",8731,21628,4.954300767380598,5788.576553999923,0.26764271102274473,2.5997022105142595,6419,3058.9440040000027,11337,269.8195293287468,1.0565192085809465,0.0063508864779042,5.1416361293055886,3.7801125087633225,3.408859735115937,1.8013946865753192,3.3772731725086524,1698.0976055921676,"Greenville, NC",809670.44294336,65.9290355739,14.2129195027,both
"Greenville-Anderson, SC",53689,133955,4.9900352027417165,35497.65014900005,0.2649968284050618,2.573041032613757,39798,18289.621239999848,69080,264.7600063694245,1.0866922036718476,0.0077156919513607,7.433369907083325,5.510127876512921,4.91473419862074,2.5322416162969485,37.09230470063409,7222.699888625113,"Greenville-Anderson, SC",1315683.7147516226,115.43968418333975,23.038845530575003,both
"Gulfport-Biloxi, MS",31469,77164,4.904127871873908,19493.610652999858,0.2526257147503999,2.59286917283676,23037,10355.69474800001,40805,253.78494664869527,1.0761575265358918,0.0065433157701262,4.005528900273618,2.932262521071637,2.481242519345153,1.3181236961938978,44.57920086258668,7856.390699827517,"Gulfport-Biloxi, MS",851943.7358046419,53.24249162474925,9.6519839853,both
"Hagerstown-Martinsburg, MD-WV",14569,34277,4.705470519596403,10447.942099999964,0.3048091169005445,2.4911112636419794,10147,5483.989767999978,18096,303.0498324491588,1.1039051580096944,0.0075707338638373,5.521856964818115,3.845856450134492,3.959917760512129,2.078509650313814,8.965994288701829,2638.4240107675246,"Hagerstown-Martinsburg, MD-WV",643515.7621548107,41.768147014413664,7.530327720033334,both
"Hanford-Corcoran, CA",6862,18396,5.361702127659575,8266.13166900001,0.4493439698303985,2.838239580297289,5458,4261.316529999993,9701,439.26569735078783,1.0462373954003164,0.0067003401711163,1.9019880125293087,1.51283161940906,2.2911809012572006,1.1811385831613201,1.4684433356945097,3607.804021264439,"Hanford-Corcoran, CA",1048764.4148025198,25.511894380999998,14.8632060656,both
"Harrisburg-Carlisle, PA",26930,70171,5.211362792424805,18787.131945000412,0.2677335643642019,2.7662086891942077,21559,9933.869201000061,37229,266.83148086169547,1.089729371313603,0.008246259636305,6.23831442709987,4.994126280499298,4.3520251116347906,2.3011733959718432,24.9837767500686,4316.871218131191,"Harrisburg-Carlisle, PA",1246728.5765614533,110.60369756723333,22.453507560833334,both
"Harrisonburg, VA",6267,15186,4.8463379607467685,5555.084104999987,0.3658029833399175,2.5254507738950056,4384,2898.894484000005,7882,367.78666379091663,1.1029443450910985,0.0102765795483379,2.7909777197517416,1.9523929030463756,2.4739294667946403,1.2910084437139355,3.990995424052873,2245.449670073845,"Harrisonburg, VA",661407.61580561,44.263862795499996,10.3200175373,both
"Denver-Aurora-Lakewood, CO",95402,234440,4.914781660761829,55081.15590400115,0.234947773008024,2.690939393304124,73093,29614.294976999932,128377,230.68224819866435,1.1059379574354984,0.0053903736650646,3.0041977525474017,2.3016899679980214,1.7344991171517716,0.9325506636462444,140.3628023410565,31756.23173244974,"Denver-Aurora-Lakewood, CO",1438634.311334367,144.38383166065842,24.608591153425998,both
"Hartford-East Hartford-Middletown, CT",39460,100168,5.076938672072985,24164.236155999777,0.2412370832601208,2.675798276735935,31262,12837.578618000112,52798,243.14516871851416,1.088179100814639,0.0227849539755293,9.726955447281428,7.706134850301876,5.956524290597994,3.1644844213953314,100.61024139606496,4056.767835924304,"Hartford-East Hartford-Middletown, CT",2003101.8468640565,152.44998925993335,30.195175775566668,both
"Hattiesburg, MS",15780,39159,4.963117870722433,13789.039692999853,0.3521295153859867,2.6287072243346006,11956,7236.546661000047,20686,349.8282249347407,1.0833623465252462,0.0175481001643623,2.991202195971048,2.2663379882781904,2.6138026495584983,1.3717347442097778,3.2692628301354945,5275.470852908112,"Hattiesburg, MS",344524.5061957785,18.0257363296375,3.9876070652749998,both
"Hilton Head Island-Bluffton, SC",16601,40118,4.833202819107282,9762.903340999968,0.2433546871977658,2.5817119450635504,12324,5174.980220999996,21459,241.15663455892616,1.1033645620219807,0.0277272939093154,4.032417342622811,2.993525168994851,2.371429476935032,1.2570134323769901,2.6063743671211705,4116.885379032267,"Hilton Head Island-Bluffton, SC",861610.925688152,96.76662983065,11.175316121400002,both
"Hinesville, GA",6547,16094,4.91645028257217,6514.577601000063,0.404782999937869,2.5425385672827248,4735,3327.1953470000003,8301,400.81861787736426,1.0955647148290877,0.011083002047946,2.5144599345176246,1.818537924231091,2.5020076932977857,1.277852358995718,2.2661757257807875,2603.7400358323785,"Hinesville, GA",312087.915033243,20.916000678806,3.9191006878608,both
"Hickory-Lenoir-Morganton, NC",26594,61102,4.595171843272919,17429.618404000073,0.2852544663677142,2.356057757388885,17107,8953.519328000053,31270,286.3293677006733,1.1060967218136248,0.008538535337384,6.155251423964763,3.959460258320117,4.034131138617128,2.072315657410256,5.156065266712917,4320.538377434807,"Hickory-Lenoir-Morganton, NC",550661.6740640423,60.62190306428625,12.74101218810325,both
"Homosassa Springs, FL",15373,40107,5.217849476354648,8632.104719999976,0.21522688607973608,2.7133285630651143,12095,4477.0263389999955,20856,214.66371015535077,1.0841557908019928,0.017644802454929,7.676923840285411,6.039965774295977,4.310675243401293,2.235724337179131,1.4475959415524722,2002.494790859937,"Homosassa Springs, FL",821910.9201300631,81.87671178559529,12.4437562926,both
